mouse.time,mouse.clicked_name,num_distr,,,mouse.time,,,,
1.8951129,['target',10,,,2.9884075,,,,
1.709056,['target',10,,,1.6605557,,,,
1.9347235,['target',10,,,1.7407742,,,,
2.0224865,['target',10,,,2.2748147,,,,
2.1105196,['target',10,,,2.7386845,,,,
1.7592639,['target',10,,,2.4025158,,,,
2.3416306,['target',10,,,2.1732793,,,,
2.882439,['target',10,,,1.5567724,,,,
2.7062851,['target',10,,,1.4585084,,,,
1.6705433,['target',10,,,2.1197558,,,,
1.5908627,['target',10,,,2.4065672,,,,
2.3101778,[None,10,,,2.5257397,,,,
1.5242423,['target',10,,,1.9243533,,,,
1.9406709,['target',10,,,4.5240196,,,,
4.0774255,['target',10,,,1.7334536,,,,
2.1069134,['target',10,,,4.157782,,,,
1.5102195,['target',10,,,1.8069604,,,,
1.853975,['target',10,,,7.2732139,,,,
1.9558939,['target',10,,,4.6559101,,,,
2.9884075,['target',10,,,2.0237132,,,,
1.6605557,['target',10,,,1.775167,,,,
2.7386845,['target',10,,,1.7585383,,,,
2.1732793,['target',10,,,1.6221389,,,,
1.5567724,['target',10,,,1.4415731,,,,
1.4585084,['target',10,,,2.7241396,,,,
2.4065672,['target',10,,,1.5407946,,,,
1.7334536,['target',10,,,1.6087222,,,,
1.8069604,['target',10,,,2.7068483,,,,
1.7585383,['target',10,,,1.7237083,,,,
1.6221389,['target',10,,,3.0089875,,,,
1.4415731,['target',10,,,,,,,
1.5407946,['target',10,,,,,,,
1.7237083,['target',10,,,,,,,
